Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/15/2020,974,49,80,80,186,201,167,136,104,64,36,0,539,425,10,447,11,156,84,37,239,0,0,2,1,7,14,12,13,0,16,33,0,19,0,12,16,2,0,0,12,7,14,8,15,11,13,0,47,33,0,26,1,34,15,1,3
08/27/2020,369,2,17,39,123,74,58,32,24,10,9,0,198,169,2,172,5,54,76,19,43,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,2,2,2,3,3,0,12,5,0,8,0,4,4,1,0
06/09/2020,256,23,25,19,49,35,46,45,38,14,10,0,116,136,4,111,3,38,36,12,56,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,0,0,6,5,3,4,7,0,9,16,0,5,0,14,4,1,1
09/10/2020,317,2,11,22,116,68,44,36,22,5,4,0,182,133,2,125,6,36,92,4,54,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,2,1,1,2,4,1,0,0,9,2,0,6,0,4,1,0,0
08/02/2020,93,3,15,11,19,29,10,6,11,6,1,0,44,49,0,26,2,27,23,6,9,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,6,2,2,1,1,0,0,8,7,0,5,0,7,2,1,0
04/28/2020,1322,56,174,68,246,232,253,247,156,68,52,0,619,673,30,573,16,240,105,83,305,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,63,6,61,29,15,0
08/04/2020,366,2,26,48,105,68,55,38,31,17,4,0,199,163,4,170,10,69,59,15,43,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,4,2,7,5,2,0,14,12,0,7,3,12,4,0,0
04/21/2020,872,36,167,20,150,164,158,151,109,56,64,0,436,428,8,357,13,207,117,38,140,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,33,35,33,34,0,70,96,1,56,4,70,25,10,2
06/16/2020,212,11,21,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,3,1,3,3,4,3,3,0,13,8,0,6,1,11,3,0,0
07/14/2020,322,3,19,46,82,69,48,38,23,15,1,0,184,136,2,137,3,71,61,9,41,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,0,0,1,0,2,2,2,3,6,4,0,0,12,7,0,8,0,8,2,1,0
06/05/2020,339,17,32,33,76,71,51,50,29,18,10,1,171,167,1,176,3,50,28,11,71,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,5,5,5,8,2,6,1,0,16,16,0,13,0,14,2,2,1
07/18/2020,134,4,12,13,38,25,21,20,9,5,3,0,62,72,0,41,1,42,20,5,25,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,1,1,2,4,2,0,7,5,0,1,0,8,2,1,0
05/27/2020,611,26,49,70,124,100,116,82,65,32,22,0,316,284,11,302,8,105,49,21,126,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,5,10,6,8,8,8,0,22,27,0,18,1,14,14,1,1
05/02/2020,717,50,162,25,142,126,154,141,74,40,15,0,342,371,4,352,9,108,54,21,173,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,27,33,31,33,19,0,66,96,0,59,4,61,25,10,3
05/31/2020,121,22,30,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,3,2,3,4,11,2,2,0,11,19,0,7,1,19,1,0,2
06/17/2020,221,21,23,18,58,33,32,30,23,14,13,0,109,110,2,98,3,42,31,6,41,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,3,2,4,5,3,0,13,10,0,6,0,14,2,1,0
09/07/2020,72,1,11,4,19,17,5,10,11,3,3,0,38,34,0,22,0,23,12,3,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,2,2,2,0,6,5,0,3,0,5,1,0,2
03/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
03/15/2020,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
08/30/2020,97,4,18,11,24,16,15,15,8,4,4,0,48,48,1,25,1,20,33,3,15,0,0,0,0,0,0,3,1,0,3,1,0,1,0,3,0,0,0,2,2,1,1,2,4,1,5,0,8,9,1,6,0,8,4,0,0
03/26/2020,414,2,135,2,65,74,79,96,53,36,9,0,182,230,2,77,12,197,91,14,23,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,27,12,0,57,78,0,27,1,81,21,4,1
04/14/2020,663,33,172,16,103,120,120,124,78,51,51,0,352,310,1,230,24,194,94,36,85,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,31,30,29,0,73,98,1,58,4,72,27,9,2
06/22/2020,220,9,26,23,60,35,37,27,20,15,3,0,114,105,1,100,3,44,27,5,41,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,2,3,5,4,4,3,0,11,15,0,13,0,10,3,0,0
07/31/2020,393,2,14,47,113,81,64,42,31,8,7,0,208,182,3,187,5,76,73,12,40,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,1,1,5,1,1,0,8,6,0,5,1,5,3,0,0
06/03/2020,283,21,42,24,62,48,41,44,32,18,14,0,154,128,1,109,3,67,26,19,59,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,6,4,2,3,14,7,5,0,19,23,0,12,0,23,6,0,1
05/26/2020,753,23,53,61,161,129,138,126,76,40,22,0,394,352,7,355,15,113,59,35,176,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,4,17,10,5,5,0,29,24,0,19,0,24,7,2,1
05/14/2020,776,45,99,49,168,152,132,107,95,43,30,0,396,368,12,328,13,160,71,33,171,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,5,5,13,9,34,19,12,0,43,56,0,37,1,39,15,4,3
04/15/2020,631,31,147,21,93,108,110,124,86,47,42,0,304,325,2,231,21,179,64,44,92,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,30,13,0,66,81,0,48,1,68,22,6,2
04/10/2020,572,32,157,22,79,102,98,108,86,42,35,0,252,309,11,165,26,211,75,26,69,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,27,30,0,64,92,1,51,4,70,22,10,0
08/24/2020,525,3,19,87,124,105,92,64,30,17,6,0,273,245,7,288,8,59,89,16,65,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,2,3,1,3,4,0,3,0,6,13,0,5,1,7,4,2,0
04/19/2020,461,35,159,7,67,61,66,75,75,50,60,0,209,250,2,142,21,172,55,22,49,0,0,0,3,7,8,5,12,0,11,24,0,13,3,13,4,2,0,1,13,8,16,36,30,30,25,0,71,87,1,57,7,61,22,9,3
08/06/2020,348,4,17,38,113,73,52,30,22,11,9,0,177,170,1,139,6,79,77,13,34,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,4,1,0,5,1,1,4,0,7,10,0,6,0,5,5,0,1
07/08/2020,310,4,22,37,100,70,39,32,19,11,2,0,160,149,1,90,8,71,54,13,74,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,1,5,2,2,2,3,4,3,0,11,11,0,7,1,8,4,0,2
04/13/2020,692,33,155,10,99,115,127,161,89,53,38,0,353,335,4,237,25,210,94,31,95,0,0,1,5,3,8,7,9,0,15,18,0,11,2,17,3,0,0,1,5,11,11,41,29,29,28,0,67,88,0,37,6,69,28,12,3
04/07/2020,561,25,198,2,85,109,94,84,80,55,52,0,295,259,7,163,16,198,89,27,68,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,6,15,23,34,48,33,39,0,88,106,4,41,9,102,36,10,0
05/29/2020,463,20,40,33,117,70,85,75,42,18,23,0,250,208,5,219,9,98,34,14,89,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,2,5,10,7,6,6,0,24,16,0,7,1,23,7,2,0
04/20/2020,990,40,182,24,158,182,211,195,122,56,41,1,478,501,11,402,26,248,116,45,153,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,9,14,31,35,38,25,29,0,76,105,1,63,5,71,29,12,2
06/14/2020,92,12,22,6,23,18,19,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,3,1,5,3,5,2,1,0,7,15,0,11,1,7,2,0,1
03/25/2020,367,5,125,2,51,71,72,82,33,36,20,0,169,197,1,49,10,183,85,17,23,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,16,25,16,29,17,0,55,70,0,13,2,93,14,3,0
03/30/2020,440,12,160,6,54,79,81,82,59,43,36,0,217,223,0,85,12,210,78,17,38,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,10,16,33,34,34,24,0,69,91,0,26,2,103,19,9,1
